발전소명,발전원,연료,형식,발전회사,소재지,용량_MW,준공,상태,대수,단위용량,보일러제작사,터빈제작사,발전기제작사,정격전압,용도별,회원,시장,급전
신고리#4,원자력,농축U,PWR,한수원㈜,울산 울주군 서생면 신암리,1400,2019.8,운영중,1,1400 MW,두산중공업,두산중공업,두산중공업,24kV,사업용,정회원,시장,중앙
신고리#3,원자력,농축U,PWR,한수원㈜,울산 울주군 서생면 신암리,1400,2016.12,운영중,1,1400 MW,두산중공업,두산중공업,두산중공업,24kV,사업용,정회원,시장,중앙
신한울 #1,원자력,농축U,PWR,한수원㈜,경북 울진군 북면 울진북로,1400,2022.12,운영중,1,1400 MW,두산중공업,두산중공업,두산중공업,24kV,사업용,정회원,시장,중앙
태안#9,기력,유연탄,기력,서부발전㈜,충남 태안군 원북면 방갈리,1050,2016.10,운영중,1,1050 MW,MHPS,MHPS,MHPS,27kV,사업용,정회원,시장,중앙
태안#10,기력,유연탄,기력,서부발전㈜,충남 태안군 원북면 방갈리,1050,2017.6,운영중,1,1050 MW,MHPS,MHPS,MHPS,27kV,사업용,정회원,시장,중앙
강릉안인#2,기력,유연탄,기력,강릉에코파워(주),강원 강릉시 강동면,1040,2022.10,운영중,1,1040 MW,두산중공업,두산중공업,두산중공업,30KV,사업용,정회원,시장,중앙
강릉안인#1,기력,유연탄,기력,강릉에코파워(주),강원 강릉시 강동면,1040,2022.10,운영중,1,1040 MW,두산중공업,두산중공업,두산중공업,30KV,사업용,정회원,시장,중앙
삼척그린파워 #1,기력,유연탄,기력,남부발전㈜,강원 삼척시 원덕읍,1022,2016.12,운영중,1,1022 MW,FosterWheeler+ 한솔신텍,도시바,도시바,27kV,사업용,정회원,시장,중앙
삼척그린파워 #2,기력,유연탄,기력,남부발전㈜,강원 삼척시 원덕읍,1022,2017.6,운영중,1,1022 MW,FosterWheeler+ 한솔신텍,도시바,도시바,27kV,사업용,정회원,시장,중앙
당진#9,기력,유연탄,기력,동서발전㈜,충남 당진시 석문면,1020,2016.7,운영중,1,1020 MW,MHPS,MHPS,MHPS,27kV,사업용,정회원,시장,중앙
당진#10,기력,유연탄,기력,동서발전㈜,충남 당진시 석문면,1020,2016.9,운영중,1,1020 MW,MHPS,MHPS,MHPS,27kV,사업용,정회원,시장,중앙
신보령#1,기력,유연탄,기력,중부발전㈜,충남 보령시 오천면,1019,2017.6,운영중,1,1019 MW,두산중공업,두산중공업,두산중공업,30kV,사업용,정회원,시장,중앙
신보령#2,기력,유연탄,기력,중부발전㈜,충남 보령시 오천면,1019,2017.9,운영중,1,1019 MW,두산중공업,두산중공업,두산중공업,30kV,사업용,정회원,시장,중앙
한 울 #3,원자력,농축U,PWR,한수원㈜,경북 울진군 북면 부구리,1000,1998.8,운영중,1,1000 MW,한중/한기/CE,한중/GE,한중/GE,22kV,사업용,정회원,시장,중앙
신고리#2,원자력,농축U,PWR,한수원㈜,울산 울주군 서생면 신암리,1000,2012.7,운영중,1,1000 MW,두중/GE,두중/GE,두중/GE,24kV,사업용,정회원,시장,중앙
신고리#1,원자력,농축U,PWR,한수원㈜,울산 울주군 서생면 신암리,1000,2011.2,운영중,1,1000 MW,두중/GE,두중/GE,두중/GE,24kV,사업용,정회원,시장,중앙
신월성#2,원자력,농축U,PWR,한수원㈜,경북 경주시 양남면 나아리,1000,2015.7,운영중,1,1000 MW,두중/GE,두중/GE,두중/GE,22kV,사업용,정회원,시장,중앙
한 빛 #3,원자력,농축U,PWR,한수원㈜,전남 영광군 홍농읍 계마리,1000,1995.3,운영중,1,1000 MW,한중/한원연/CE,한중/GE,한중/GE,22kV,사업용,정회원,시장,중앙
한 빛 #4,원자력,농축U,PWR,한수원㈜,전남 영광군 홍농읍 계마리,1000,1996.1,운영중,1,1000 MW,한중/한원연/CE,한중/GE,한중/GE,22kV,사업용,정회원,시장,중앙
한 빛 #5,원자력,농축U,PWR,한수원㈜,전남 영광군 홍농읍 계마리,1000,2002.5,운영중,1,1000 MW,두산중공업,두산중공업,두산중공업,22kV,사업용,정회원,시장,중앙
한 빛 #6,원자력,농축U,PWR,한수원㈜,전남 영광군 홍농읍 계마리,1000,2002.12,운영중,1,1000 MW,두산중공업,두산중공업,두산중공업,22kV,사업용,정회원,시장,중앙
신월성#1,원자력,농축U,PWR,한수원㈜,경북 경주시 양남면 나아리,1000,2012.7,운영중,1,1000 MW,두중/GE,두중/GE,두중/GE,22kV,사업용,정회원,시장,중앙
한 울 #4,원자력,농축U,PWR,한수원㈜,경북 울진군 북면 부구리,1000,1999.12,운영중,1,1000 MW,한중/한기/CE,한중/GE,한중/GE,22kV,사업용,정회원,시장,중앙
한 울 #5,원자력,농축U,PWR,한수원㈜,경북 울진군 북면 부구리,1000,2004.7,운영중,1,1000 MW,두중/한기/CE,두중/GE,두중/GE,22kV,사업용,정회원,시장,중앙
한 울 #6,원자력,농축U,PWR,한수원㈜,경북 울진군 북면 부구리,1000,2005.4,운영중,1,1000 MW,두중/한기/CE,두중/GE,두중/GE,22kV,사업용,정회원,시장,중앙
양양양수,수력,양수,양수,한수원,강원 양양군 서면,1000,2006.2 외 3건,운영중,4,250 MW,-,두산중공업,두산중공업,18kV,사업용,정회원,시장,중앙
고 리 #3,원자력,농축U,PWR,한수원㈜,부산 기장군 장안읍 고리,950,1985.9,운영중,1,950 MW,WH,GEC(영),GEC(영),22kV,사업용,정회원,시장,중앙
한 빛 #2,원자력,농축U,PWR,한수원㈜,전남 영광군 홍농읍 계마리,950,1987.6,운영중,1,950 MW,WH,WH,WH,22kV,사업용,정회원,시장,중앙
고 리 #4,원자력,농축U,PWR,한수원㈜,부산 기장군 장안읍 고리,950,1986.4,운영중,1,950 MW,WH,GEC(영),GEC(영),22kV,사업용,정회원,시장,중앙
한 울 #2,원자력,농축U,PWR,한수원㈜,경북 울진군 북면 부구리,950,1989.9,운영중,1,950 MW,Framatome,Alsthom,Alsthom,22kV,사업용,정회원,시장,중앙
한 울 #1,원자력,농축U,PWR,한수원㈜,경북 울진군 북면 부구리,950,1988.9,운영중,1,950 MW,Framatome,Alsthom,Alsthom,22kV,사업용,정회원,시장,중앙
한 빛 #1,원자력,농축U,PWR,한수원㈜,전남 영광군 홍농읍 계마리,950,1986.8,운영중,1,950 MW,WH,WH,WH,22kV,사업용,정회원,시장,중앙
보령#1~3 GT,복합화력,LNG,복합,중부발전㈜,충남 보령시 오천면,900,1997.8,운영중,6,150 MW,-,Alstom (구)ABB,Alstom (구)ABB,18kV,사업용,정회원,시장,중앙
영흥#3,기력,유연탄,기력,남동발전㈜,인천 옹진군 영흥면,870,2008.6,운영중,1,870 MW,두산중공업,Hitachi,Hitachi,25kV,사업용,정회원,시장,중앙
영흥#5,기력,유연탄,기력,남동발전㈜,인천 옹진군 영흥면,870,2014.6,운영중,1,870 MW,두산중공업,Hitachi,Hitachi,25kV,사업용,정회원,시장,중앙
영흥#4,기력,유연탄,기력,남동발전㈜,인천 옹진군 영흥면,870,2008.12,운영중,1,870 MW,두산중공업,Hitachi,Hitachi,25kV,사업용,정회원,시장,중앙
영흥#6,기력,유연탄,기력,남동발전㈜,인천 옹진군 영흥면,870,2014.11,운영중,1,870 MW,두산중공업,Hitachi,Hitachi,25kV,사업용,정회원,시장,중앙
영흥#1,기력,유연탄,기력,남동발전㈜,인천 옹진군 영흥면,800,2004.7,운영중,1,800 MW,두산중공업/ABB,두산중공업/GE,두산중공업/GE,25kV,사업용,정회원,시장,중앙
영흥#2,기력,유연탄,기력,남동발전㈜,인천 옹진군 영흥면,800,2004.11,운영중,1,800 MW,두산중공업/ABB,두산중공업/GE,두산중공업/GE,25kV,사업용,정회원,시장,중앙
산청양수,수력,양수,양수,한수원,경남 산청군 시천면,700,"2001.11, 2001.9",운영중,2,350 MW,-,두산중공업,두산중공업,18kV,사업용,정회원,시장,중앙
월 성 #4,원자력,천연U,PHWR,한수원㈜,경북 경주시 양남면 나아리,700,1999.1,운영중,1,700 MW,AECL/한중,한중/GE,한중/GE,22kV,사업용,정회원,시장,중앙
월 성 #3,원자력,천연U,PHWR,한수원㈜,경북 경주시 양남면 나아리,700,1998.7,운영중,1,700 MW,AECL/한중,한중/GE,한중/GE,22kV,사업용,정회원,시장,중앙
월 성 #2,원자력,천연U,PHWR,한수원㈜,경북 경주시 양남면 나아리,700,1997.7,운영중,1,700 MW,AECL/한중/한원연,한중/GE,한중/GE,22kV,사업용,정회원,시장,중앙
고 리 #2,원자력,농축U,PWR,한수원㈜,부산 기장군 장안읍 고리,650,1983.7,운영중,1,650 MW,WH,GEC(영),GEC(영),22kV,사업용,정회원,시장,중앙
서인천#1~4 GT,복합화력,LNG,복합,서부발전㈜,인천 서구 경서동,600,"1992.2, 1992.3, 1992.4",운영중,4,150 MW,-,GE,GE,13.8kV,사업용,정회원,시장,중앙
서인천 #5~8 GT,복합화력,LNG,복합,서부발전㈜,인천 서구 경서동,600,"1992.5, 1992.6",운영중,4,150 MW,-,GE,GE,13.8kV,사업용,정회원,시장,중앙
청송양수,수력,양수,양수,한수원,경북 청송군 파천면,600,"2006.12, 2006.9",운영중,2,300 MW,-,GE,GE,18kV,사업용,정회원,시장,중앙
무주양수,수력,양수,양수,한수원,전북 무주군 적상면,600,"1995.2, 1995.4",운영중,2,300 MW,-,한중/Neypric(프),한중/Alsthom,13.8,사업용,정회원,시장,중앙
"신인천#1,2 GT",복합화력,LNG,복합,남부발전㈜,인천 서구 경서동,600,1996.6,운영중,4,150 MW,-,GE,GE,18kV,사업용,정회원,시장,중앙
삼랑진양수,수력,양수,양수,한수원,경남 밀양시 삼랑진읍,600,"1985.11, 1985.12",운영중,2,300 MW,-,Hitachi/한중,Fuji/한중,18kV,사업용,정회원,시장,중앙
"신인천#3,4 GT",복합화력,LNG,복합,남부발전㈜,인천 서구 경서동,600,1996.6,운영중,4,150 MW,-,GE,GE,18kV,사업용,정회원,시장,중앙
북평#1,기력,유연탄,기력,㈜GS 동해전력,강원 동해시 공단4로,595,2017.3,운영중,1,595 MW,BHI,MHPS,MHPS,22kV,사업용,정회원,시장,중앙
북평#2,기력,유연탄,기력,㈜GS 동해전력,강원 동해시 공단4로,595,2017.8,운영중,1,595 MW,BHI,MHPS,MHPS,22kV,사업용,정회원,시장,중앙
신평택 GT,복합화력,LNG,복합,신평택발전㈜,경기 평택시 포승읍,580,2019.10,운영중,2,290 MW,GE,MHPS,MELCO,20kV,사업용,정회원,시장,중앙
포천천연 GT,복합화력,LNG,복합,포천민자발전㈜,경기 포천시 신북면,575,2017.3,운영중,2,287 MW,-,MHPS,MELCO,20kV,사업용,정회원,시장,중앙
울산#4 GT,복합화력,LNG,복합,동서발전㈜,울산 남구 남화동,573,2013.7,운영중,2,286 MW,-,MHI,MHI,20kV,사업용,정회원,시장,중앙
평택#2 GT,복합화력,LNG,복합,서부발전㈜,경기 평택시 포승면,572,2013.7,운영중,2,286 MW,-,MHI,MHI,20kV,사업용,정회원,시장,중앙
동두천#2 GT,복합화력,LNG,복합,동두천드림파워㈜,경기 동두천시 지형동,572,2015.1,운영중,2,286 MW,-,MHI,MHI,20kV,사업용,정회원,시장,중앙
동두천#1 GT,복합화력,LNG,복합,동두천드림파워㈜,경기 동두천시 지형동,572,2015.3,운영중,2,286 MW,-,MHI,MHI,20kV,사업용,정회원,시장,중앙
율촌#2 GT,복합화력,LNG,복합,씨지앤율촌전력㈜,전남 순천시 해룡면,571,2013.6,운영중,2,285 MW,-,MHI,MHI,20kV,사업용,정회원,시장,중앙
삼천포#1,기력,유연탄,기력,남동발전㈜,경남 고성군 하이면 덕호리,560,1983.8,운영중,1,560 MW,한중/CE,한중/GE,한중/GE,22kV,사업용,정회원,시장,중앙
삼천포#2,기력,유연탄,기력,남동발전㈜,경남 고성군 하이면 덕호리,560,1984.2,운영중,1,560 MW,한중/CE,한중/GE,한중/GE,22kV,사업용,정회원,시장,중앙
삼천포#3,기력,유연탄,기력,남동발전㈜,경남 고성군 하이면 덕호리,560,1993.4,운영중,1,560 MW,한중/ABBCE,한중/ABBGE,한중,22kV,사업용,정회원,시장,중앙
삼천포#4,기력,유연탄,기력,남동발전㈜,경남 고성군 하이면 덕호리,560,1994.3,운영중,1,560 MW,한중/ABBCE,한중/ABBGE,한중,22kV,사업용,정회원,시장,중앙
파주문산#2 GT,복합화력,LNG,복합,파주에너지서비스㈜,경기 파주시 파주읍,551,2017.3,운영중,2,275 MW,-,Siemens,Siemens,19kV,사업용,정회원,시장,중앙
파주문산#1 GT,복합화력,LNG,복합,파주에너지서비스㈜,경기 파주시 파주읍,551,2017.2,운영중,2,275 MW,-,Siemens,Siemens,19kV,사업용,정회원,시장,중앙
영월 GT,복합화력,LNG,복합,남부발전㈜,강원 영월군 영월읍,549,2010.10,운영중,3,183 MW,-,두산중공업,두산중공업,18kV,사업용,정회원,시장,중앙
당진#4 GT,복합화력,LNG,복합,GS EPS㈜,충남 당진시 송악읍,539,2017.4,운영중,2,269 MW,GS엔텍,Siemens,Siemens,19kV,사업용,정회원,시장,중앙
세종천연가스,집단에너지,LNG,열병합,중부발전㈜,세종시 가람동,530,2013.11,운영중,3,181 MW,-,두산중공업,두산중공업,18kV,집단,정회원,시장,중앙
양주열병합,집단에너지,LNG,열병합,대륜발전㈜,경기 양주시 옥정동,524,2014.4,운영중,3,179 MW,-,두산중공업,두산중공업,18kV,집단,정회원,시장,중앙
파주열병합,집단에너지,LNG,열병합,지역난방공사,경기 파주시 교하읍,515,2011.1,운영중,3,176 MW,-,MHI,Melco,-,집단,정회원,시장,중앙
화성복합,집단에너지,LNG,열병합,지역난방공사,경기 화성시 동탄면,511,2007.11,운영중,3,175 MW,-,MHI,-,18kV,집단,정회원,시장,중앙
보령#3,기력,유연탄,기력,중부발전㈜,충남 보령군 오천면 오포,500,1993.4,운영중,1,500 MW,한중/ABBCE,한중/GE,한중/GE,22kV,사업용,정회원,시장,중앙
보령#2,기력,유연탄,기력,중부발전㈜,충남 보령군 오천면 오포,500,1984.9,운영중,1,500 MW,B&W,Toshiba,Toshiba,22kV,사업용,정회원,시장,중앙
삼천포#6,기력,유연탄,기력,남동발전㈜,경남 고성군 하이면 덕호리,500,1998.1,운영중,1,500 MW,한중,한중,한중,22kV,사업용,정회원,시장,중앙
삼천포#5,기력,유연탄,기력,남동발전㈜,경남 고성군 하이면 덕호리,500,1997.7,운영중,1,500 MW,한중,한중,한중,22kV,사업용,정회원,시장,중앙
태안#1,기력,유연탄,기력,서부발전㈜,충남 태안군 원북면 방갈리,500,1995.6,운영중,1,500 MW,한중/ABBCE,한중/GE,한중/GE,22kV,사업용,정회원,시장,중앙
태안#2,기력,유연탄,기력,서부발전㈜,충남 태안군 원북면 방갈리,500,1995.12,운영중,1,500 MW,한중/ABBCE,한중/GE,한중/GE,22kV,사업용,정회원,시장,중앙
태안#4,기력,유연탄,기력,서부발전㈜,충남 태안군 원북면 방갈리,500,1997.8,운영중,1,500 MW,한중/ABBCE,한중/GE,한중/GE,22kV,사업용,정회원,시장,중앙
태안#5,기력,유연탄,기력,서부발전㈜,충남 태안군 원북면 방갈리,500,2001.10,운영중,1,500 MW,두중/IHI,현중/WH,현중/WH,22kV,사업용,정회원,시장,중앙
당진#8,기력,유연탄,기력,동서발전㈜,충남 당진시 석문면,500,2007.12,운영중,1,500 MW,두산중공업,두산중공업,두산중공업,22kV,사업용,정회원,시장,중앙
보령#7,기력,유연탄,기력,중부발전㈜,충남 보령군 오천면 오포,500,2008.6,운영중,1,500 MW,두산중공업,두산중공업,두산중공업,22kV,사업용,정회원,시장,중앙
보령#6,기력,유연탄,기력,중부발전㈜,충남 보령군 오천면 오포,500,1994.4,운영중,1,500 MW,한중/ABBCE,한중/GE,한중/GE,22kV,사업용,정회원,시장,중앙
태안#8,기력,유연탄,기력,서부발전㈜,충남 태안군 원북면 방갈리,500,2007.8,운영중,1,500 MW,두산중공업,두산중공업,두산중공업,22kV,사업용,정회원,시장,중앙
태안#7,기력,유연탄,기력,서부발전㈜,충남 태안군 원북면 방갈리,500,2007.2,운영중,1,500 MW,두산중공업,두산중공업,두산중공업,22kV,사업용,정회원,시장,중앙
보령#5,기력,유연탄,기력,중부발전㈜,충남 보령군 오천면 오포,500,1993.12,운영중,1,500 MW,한중/ABBCE,한중/GE,한중/GE,22kV,사업용,정회원,시장,중앙
태안#6,기력,유연탄,기력,서부발전㈜,충남 태안군 원북면 방갈리,500,2002.5,운영중,1,500 MW,두중/IHI,현중/WH,현중/WH,22kV,사업용,정회원,시장,중앙
보령#1,기력,유연탄,기력,중부발전㈜,충남 보령군 오천면 오포,500,1983.12,운영중,1,500 MW,B&W,Toshiba,Toshiba,22kV,사업용,정회원,시장,중앙
보령#4,기력,유연탄,기력,중부발전㈜,충남 보령군 오천면 오포,500,1993.6,운영중,1,500 MW,한중/ABBCE,한중/GE,한중/GE,22kV,사업용,정회원,시장,중앙
보령#8,기력,유연탄,기력,중부발전㈜,충남 보령군 오천면 오포,500,2008.12,운영중,1,500 MW,두산중공업,두산중공업,두산중공업,22kV,사업용,정회원,시장,중앙
태안#3,기력,유연탄,기력,서부발전㈜,충남 태안군 원북면 방갈리,500,1997.3,운영중,1,500 MW,한중/ABBCE,한중/GE,한중/GE,22kV,사업용,정회원,시장,중앙
당진#7,기력,유연탄,기력,동서발전㈜,충남 당진시 석문면,500,2007.6,운영중,1,500 MW,두산중공업,두산중공업,두산중공업,22kV,사업용,정회원,시장,중앙
하동#5,기력,유연탄,기력,남부발전㈜,경남 하동군 금성면,500,2000.7,운영중,1,500 MW,한중/CE,한중/GE,한중/GE,22kV,사업용,정회원,시장,중앙
당진#4,기력,유연탄,기력,동서발전㈜,충남 당진시 석문면,500,2001.3,운영중,1,500 MW,한중/CE,한중/CE,한중/CE,22kV,사업용,정회원,시장,중앙
당진#3,기력,유연탄,기력,동서발전㈜,충남 당진시 석문면,500,2000.9,운영중,1,500 MW,한중/CE,한중/CE,한중/CE,22kV,사업용,정회원,시장,중앙
당진#2,기력,유연탄,기력,동서발전㈜,충남 당진시 석문면,500,1999.12,운영중,1,500 MW,한중/CE,한중/CE,한중/CE,22kV,사업용,정회원,시장,중앙
당진#1,기력,유연탄,기력,동서발전㈜,충남 당진시 석문면,500,1999.6,운영중,1,500 MW,한중/CE,한중/CE,한중/CE,22kV,사업용,정회원,시장,중앙
당진#5,기력,유연탄,기력,동서발전㈜,충남 당진시 석문면,500,2005.9,운영중,1,500 MW,두산중공업,두산중공업,두산중공업,22kV,사업용,정회원,시장,중앙
하동#1,기력,유연탄,기력,남부발전㈜,경남 하동군 금성면,500,1997.7,운영중,1,500 MW,한중/CE,한중/GE,한중/GE,22kV,사업용,정회원,시장,중앙
당진#6,기력,유연탄,기력,동서발전㈜,충남 당진시 석문면,500,2006.3,운영중,1,500 MW,두산중공업,두산중공업,두산중공업,22kV,사업용,정회원,시장,중앙
하동#3,기력,유연탄,기력,남부발전㈜,경남 하동군 금성면,500,1998.6,운영중,1,500 MW,한중/CE,한중/GE,한중/GE,22kV,사업용,정회원,시장,중앙
하동#4,기력,유연탄,기력,남부발전㈜,경남 하동군 금성면,500,1999.3,운영중,1,500 MW,한중/CE,한중/GE,한중/GE,22kV,사업용,정회원,시장,중앙
하동#2,기력,유연탄,기력,남부발전㈜,경남 하동군 금성면,500,1997.11,운영중,1,500 MW,한중/CE,한중/GE,한중/GE,22kV,사업용,정회원,시장,중앙
하동#8,기력,유연탄,기력,남부발전㈜,경남 하동군 금성면,500,2009.5,운영중,1,500 MW,한중/CE,한중/GE,한중/GE,22kV,사업용,정회원,시장,중앙
하동#6,기력,유연탄,기력,남부발전㈜,경남 하동군 금성면,500,2001.7,운영중,1,500 MW,한중/CE,한중/GE,한중/GE,22kV,사업용,정회원,시장,중앙
하동#7,기력,유연탄,기력,남부발전㈜,경남 하동군 금성면,500,2008.12,운영중,1,500 MW,한중/CE,한중/GE,한중/GE,22kV,사업용,정회원,시장,중앙
오성 GT,복합화력,LNG,복합,평택에너지서비스㈜,경기 평택시 오성면,497,2013.3,운영중,3,165 MW,-,GE,GE,18kV,사업용,정회원,시장,중앙
안산 GT,복합화력,LNG,복합,㈜에스파워,경기 안산시 단원구,485,2014.11,운영중,2,242 MW,-,Siemens,Siemens,19kV,사업용,정회원,시장,중앙
포천#1 GT,복합화력,LNG,복합,포천파워㈜,경기 포천시 창수면,481,2014.6,운영중,2,240 MW,-,MHI,Melco,21kV,사업용,정회원,시장,중앙
포천#2 GT,복합화력,LNG,복합,포천파워㈜,경기 포천시 창수면,481,2014.8,운영중,2,240 MW,-,MHI,Melco,21kV,사업용,정회원,시장,중앙
군산 GT,복합화력,LNG,복합,서부발전㈜,전북 군산시 경암동,466,2010.5,운영중,2,233 MW,-,MHI,MHI,21kV,사업용,정회원,시장,중앙
보령#1~3 ST,복합화력,LNG,복합,중부발전㈜,충남 보령시 오천면,450,2002.8,운영중,3,150 MW,한중,Alstom (구)ABB,Alstom (구)ABB,18kV,사업용,정회원,시장,중앙
명품오산열병합,집단에너지,LNG,열병합,디에스파워㈜,경기 오산시 누읍동,436,2016.2,운영중,2,218 MW,-,MHPS,MHPS,20kV,집단,정회원,시장,중앙
춘천열병합,집단에너지,LNG,열병합,춘천에너지㈜,강원 춘천시 동산면,431,2017.5,운영중,2,215 MW,-,MHPS,MELCO,21kV,집단,정회원,시장,중앙
위례열병합,집단에너지,LNG,열병합,위례에너지서비스㈜,경기 하남시 위례대로4길,412,2017.4,운영중,2,206 MW,Siemens,Siemens,Siemens,23kV,집단,정회원,시장,중앙
충주,수력,수력,수력,수자원공사,충북 충주시 동량면(한강수계 남한강 충주호),412,"1985.5, 1985.7",운영중,6,53 MW,-,Toshiba,Toshiba,13.8kV,사업용,정회원,시장,중앙
소양강,수력,수력,수력,수자원공사,강원 춘천시 신북읍(한강수계 소양강 소양호),400,1973.10,운영중,4,100 MW,-,Fuji,Fuji,15.4kV,사업용,정회원,시장,중앙
예천양수#2,수력,양수,양수,한수원,경북 예천군 용문면,400,2011.10,운영중,1,400 MW,-,ALSTOM(두산중공업),ALSTOM(두산중공업),18kV,사업용,정회원,시장,중앙
울산#5,기력,중유,기력,동서발전㈜,울산 남구 남화동,400,1980.10,운영중,1,400 MW,Steinmuller(독),BBC(스),BBC(스),19kV,사업용,정회원,시장,중앙
