발전소명,발전원,연료,형식,발전회사,소재지,용량_MW,준공,상태,대수,단위용량,보일러제작사,터빈제작사,발전기제작사,정격전압,용도별,회원,시장,급전
울산#6,기력,중유,기력,동서발전㈜,울산 남구 남화동,400,1981.1,운영중,1,400 MW,Steinmuller(독),BBC(스),BBC(스),19kV,사업용,정회원,시장,중앙
일산#1 GT,복합화력,LNG,복합,동서발전㈜,경기 고양시 백석동,400,1993.2,운영중,4,100 MW,-,WH,BRUSH,13.8kV,사업용,정회원,시장,중앙
청평양수,수력,양수,양수,한수원,경남 밀양시 삼랑진읍,400,"1979.11, 1980.2",운영중,2,200 MW,-,Hitachi/한중,Fuji/한중,18kV,사업용,정회원,시장,중앙
울산#4,기력,중유,기력,동서발전㈜,울산 남구 남화동,400,1980.10,운영중,1,400 MW,Steinmuller(독),BBC(스),BBC(스),19kV,사업용,정회원,시장,중앙
예천양수#1,수력,양수,양수,한수원,경북 예천군 용문면,400,2011.8,운영중,1,400 MW,-,ALSTOM(두산중공업),ALSTOM(두산중공업),18kV,사업용,정회원,시장,중앙
분당#1 GT,복합화력,LNG,복합,남동발전㈜,경기 성남시 분당동,388,"1992.4, 1992.6",운영중,5,77 MW,-,ABB,ABB,13.8kV,사업용,정회원,시장,중앙
대산 GT,복합화력,LNG,복합,씨지앤대산전력㈜,충남 서산시 대산읍,374,1997.12,운영중,4,93 MW,-,WH(GT),WH/,13kV,사업용,정회원,시장,중앙
대구그린파워,집단에너지,LNG,열병합,대구그린파워㈜,대구 동구 율암동,370,2014.12,운영중,2,185 MW,-,Siemens,Siemens,23kV,집단,정회원,시장,중앙
포스코#5 GT,복합화력,LNG,복합,포스코에너지㈜,인천 서구 원창동,366,2011.2,운영중,2,183 MW,-,Siemens,Siemens,16.5kV,사업용,정회원,시장,중앙
포스코#6 GT,복합화력,LNG,복합,포스코에너지㈜,인천 서구 원창동,366,2011.6,운영중,2,183 MW,-,Siemens,Siemens,16.5kV,사업용,정회원,시장,중앙
하남열병합,집단에너지,LNG,열병합,나래에너지서비스㈜,경기 하남시 풍산동,363,2015.10,운영중,2,181 MW,두산중공업,두산중공업,두산중공업,18kV,집단,정회원,시장,중앙
여주복합ST,복합화력,LNG,복합,여주에너지서비스㈜,경기 여주시 북내면,353,2023.07,운영중,1,353 MW,Siemens Energy,Siemens Energy,Siemens Energy,19.5kV,집단,정회원,시장,중앙
평택#4,기력,LNG,기력,서부발전㈜,경기 평택시 포승면,350,1983.8,운영중,1,350 MW,Babcock Hitachi,Hitachi,Hitachi,19kV,사업용,정회원,시장,중앙
평택#3,기력,LNG,기력,서부발전㈜,경기 평택시 포승면,350,1983.5,운영중,1,350 MW,Babcock Hitachi,Hitachi,Hitachi,19kV,사업용,정회원,시장,중앙
평택#1,기력,LNG,기력,서부발전㈜,경기 평택시 포승면,350,1980.4,운영중,1,350 MW,Babcock Hitachi,Hitachi,Hitachi,19kV,사업용,정회원,시장,중앙
평택#2,기력,LNG,기력,서부발전㈜,경기 평택시 포승면,350,1980.6,운영중,1,350 MW,Babcock Hitachi,Hitachi,Hitachi,19kV,사업용,정회원,시장,중앙
당진#2 GT,복합화력,LNG,복합,GS EPS㈜,충남 당진시 송악읍,349,2008.3,운영중,2,174 MW,-,Siemens,Siemens,15kV,사업용,정회원,시장,중앙
여수#1,기력,유연탄,기력,남동발전㈜,전남 여수시 증흥동,340,2016.8,운영중,1,340 MW,두산중공업,두산중공업,두산중공업,20kV,사업용,정회원,시장,중앙
여주복합GT#2,복합화력,LNG,복합,여주에너지서비스㈜,경기 여주시 북내면,336,2023.07,운영중,1,336 MW,Siemens Energy,Siemens Energy,Siemens Energy,19.5kV,집단,정회원,시장,중앙
여주복합GT#1,복합화력,LNG,복합,여주에너지서비스㈜,경기 여주시 북내면,336,2023.07,운영중,1,336 MW,Siemens Energy,Siemens Energy,Siemens Energy,18kV,집단,정회원,시장,중앙
내포그린열병합 GT,집단에너지,LNG,열병합,내포그린에너지㈜,충남 예산군 삽교읍,329,2023.05,운영중,1,329 MW,GE,GE,GE,30kV,집단,정회원,시장,중앙
여수#2,기력,유연탄,기력,남동발전㈜,전남 여수시 증흥동,328,1977.7,운영중,1,328 MW,B&W(영),Mitsubishi,Melco(일),20kV,사업용,정회원,시장,중앙
인천#2 GT,복합화력,LNG,복합,중부발전㈜,인천 서구 원창동,327,2009.6,운영중,2,163 MW,-,Siemens,Siemens,16kV,사업용,정회원,시장,중앙
율촌#1 GT,복합화력,LNG,복합,씨지앤율촌전력㈜,전남 순천시 해룡면,327,2004.7,운영중,2,163 MW,-,Siemens,WH,16.5kV,사업용,준회원,시장,중앙
당진#1 GT,복합화력,LNG,복합,GS EPS㈜,충남 당진시 송악읍,321,2000.7,운영중,2,160 MW,-,Siemens,Siemens,16kV,사업용,준회원,시장,중앙
인천#1 GT,복합화력,LNG,복합,중부발전㈜,인천 서구 원창동,321,2005.6,운영중,2,160 MW,-,Siemens,Siemens,16kV,사업용,정회원,시장,중앙
안양열병합#2-1 GT,집단에너지,LNG,열병합,GS파워㈜,경기 안양시 평촌동,320,2018.5,운영중,1,320 MW,BHI,GE,GE,-,집단,정회원,시장,중앙
당진#4 ST,복합화력,LNG,복합,GS EPS㈜,충남 당진시 송악읍,306,2017.4,운영중,1,306 MW,GS엔텍,Siemens,Siemens,19kV,사업용,정회원,시장,중앙
광양#1 GT,복합화력,LNG,복합,SK E&S㈜,전남 광양시 금호동,306,2006.2,운영중,2,153 MW,-,Hitachi,GE,18kV,사업용,정회원,시장,중앙
광양#2 GT,복합화력,LNG,복합,SK E&S㈜,전남 광양시 금호동,306,2006.5,운영중,2,153 MW,-,Hitachi,GE,18kV,사업용,정회원,시장,중앙
새만금열병합,집단에너지,유연탄,열병합,OCI SE,전북 군산시 오식도동,303,"2015.10, 2015.11",운영중,2,151 MW,두산중공업,두산중공업,두산중공업,17kV,집단,정회원,시장,비중앙
포스코#4 GT,복합화력,LNG,복합,포스코에너지㈜,인천 서구 원창동,300,1997.7,운영중,3,100 MW,-,WH,WH,13.8kV,사업용,정회원,시장,중앙
부산#4 GT,복합화력,LNG,복합,남부발전㈜,부산 사하구 감천동,300,2004.3,운영중,2,150 MW,-,두산중공업,GE,18kV,사업용,정회원,시장,중앙
인천#3 GT,복합화력,LNG,복합,중부발전㈜,인천 서구 원창동,300,2012.12,운영중,2,150 MW,-,Alstom(ABB),Alstom(ABB),18kV,사업용,정회원,시장,중앙
부산#1 GT,복합화력,LNG,복합,남부발전㈜,부산 사하구 감천동,300,2003.5,운영중,2,150 MW,-,두산중공업,GE,18kV,사업용,정회원,시장,중앙
서인천 #5~8 ST,복합화력,LNG,복합,서부발전㈜,인천 서구 경서동,300,"1992.10, 1992.11",운영중,4,75 MW,한중,GE,GE,13.8kV,사업용,정회원,시장,중앙
부산#2 GT,복합화력,LNG,복합,남부발전㈜,부산 사하구 감천동,300,2003.6,운영중,2,150 MW,-,두산중공업,GE,18kV,사업용,정회원,시장,중앙
"신인천#1,2 ST",복합화력,LNG,복합,남부발전㈜,인천 서구 경서동,300,1997.7,운영중,2,150 MW,한중,GE,GE,18kV,사업용,정회원,시장,중앙
서인천#1~4 ST,복합화력,LNG,복합,서부발전㈜,인천 서구 경서동,300,"1992.7, 1992.9",운영중,4,75 MW,한중,GE,GE,13.8kV,사업용,정회원,시장,중앙
"신인천#3,4 ST",복합화력,LNG,복합,남부발전㈜,인천 서구 경서동,300,1997.7,운영중,2,150 MW,한중,GE,GE,18kV,사업용,정회원,시장,중앙
울산#2 GT,복합화력,LNG,복합,동서발전㈜,울산 남구 남화동,300,1996.7,운영중,2,150 MW,-,WH,WH,21kV,사업용,정회원,시장,중앙
부산#3 GT,복합화력,LNG,복합,남부발전㈜,부산 사하구 감천동,300,2004.2,운영중,2,150 MW,-,두산중공업,GE,18kV,사업용,정회원,시장,중앙
울산#3 GT,복합화력,LNG,복합,동서발전㈜,울산 남구 남화동,300,1996.7,운영중,2,150 MW,-,WH,WH,21kV,사업용,정회원,시장,중앙
안양 GT,집단에너지,LNG,열병합,GS파워㈜,경기 안양시 관양동,300,1992.6,운영중,4,75 MW,-,ABB,ABB,13.8kV,집단,정회원,시장,중앙
포스코#3 GT,복합화력,LNG,복합,포스코에너지㈜,인천 서구 원창동,300,1996.7,운영중,3,100 MW,-,WH,WH,13.8kV,사업용,정회원,시장,중앙
부천 GT,집단에너지,LNG,열병합,GS파워㈜,경기 부천시 삼정동,300,"1993.1, 1993.2",운영중,3,100 MW,-,WH,BRUSH,13.8kV,집단,정회원,시장,중앙
영월 ST,복합화력,LNG,복합,남부발전㈜,강원 영월군 영월읍,299,2010.10,운영중,1,299 MW,두산중공업,두산중공업,두산중공업,18kV,사업용,정회원,시장,중앙
포천천연 ST,복합화력,LNG,복합,포천민자발전㈜,경기 포천시 신북면,298,2017.3,운영중,1,298 MW,BHI,MHPS,MELCO,20kV,사업용,정회원,시장,중앙
울산#4 ST,복합화력,LNG,복합,동서발전㈜,울산 남구 남화동,298,2014.7,운영중,1,298 MW,세대이노텍,MHI,MHI,20kV,사업용,정회원,시장,중앙
파주문산#1 ST,복합화력,LNG,복합,파주에너지서비스㈜,경기 파주시 파주읍,296,2017.2,운영중,1,296 MW,Siemens,Siemens,Siemens,19kV,사업용,정회원,시장,중앙
파주문산#2 ST,복합화력,LNG,복합,파주에너지서비스㈜,경기 파주시 파주읍,296,2017.3,운영중,1,296 MW,Siemens,Siemens,Siemens,19kV,사업용,정회원,시장,중앙
평택#2 ST,복합화력,LNG,복합,서부발전㈜,경기 평택시 포승면,295,2014.9,운영중,1,295 MW,세대에너텍,MHI,MELCO,20kV,사업용,정회원,시장,중앙
율촌#2 ST,복합화력,LNG,복합,씨지앤율촌전력㈜,전남 순천시 해룡면,292,2014.4,운영중,1,292 MW,MHPS,MHPS,MHPS,20kV,사업용,정회원,시장,중앙
영남파워 GT,복합화력,LNG,복합,코스포영남파워㈜,울산 남구 장생포로,292,2017.10,운영중,1,292 MW,-,MHPS,MELCO,-,사업용,정회원,시장,중앙
동두천#1 ST,복합화력,LNG,복합,동두천드림파워㈜,경기 동두천시 지형동,285,2015.3,운영중,1,285 MW,DHI,MHI,MHI,20kV,사업용,정회원,시장,중앙
동두천#2 ST,복합화력,LNG,복합,동두천드림파워㈜,경기 동두천시 지형동,285,2015.1,운영중,1,285 MW,DHI,MHI,MHI,20kV,사업용,정회원,시장,중앙
신평택 ST,복합화력,LNG,복합,신평택발전㈜,경기 평택시 포승읍,282,2019.10,운영중,1,282 MW,-,MHPS,MELCO,20kV,사업용,정회원,시장,중앙
오성 ST,복합화력,LNG,복합,평택에너지서비스㈜,경기 평택시 오성면,272,2013.3,운영중,1,272 MW,두산중공업,GE,GE,18kV,사업용,정회원,시장,중앙
안산 ST,복합화력,LNG,복합,㈜에스파워,경기 안산시 단원구,265,2014.11,운영중,1,265 MW,Siemens,Siemens,Siemens,19kV,사업용,정회원,시장,중앙
금호여수열병합,집단에너지,유연탄,열병합,금호석유화학㈜,전남 여수시 화치동,264,"2009.4, 2016.2",운영중,2,132 MW,스미토모(SHI),Fingspon,Siemens,-,집단,정회원,시장,비중앙
군산 ST,복합화력,LNG,복합,서부발전㈜,전북 군산시 경암동,251,2010.5,운영중,1,251 MW,S&TC,MHI,MHI,21kV,사업용,정회원,시장,중앙
호남#1,기력,유연탄,기력,동서발전㈜,전남 여수시 월내동,250,"1973.4, 1985.3",운영중,1,125 MW,Babcock/,Alsthom,Alsthom,24kV,사업용,정회원,시장,중앙
호남#2,기력,유연탄,기력,동서발전㈜,전남 여수시 월내동,250,"1973.5, 1984.12",운영중,1,125 MW,Babcock/,Alsthom,Alsthom,24kV,사업용,정회원,시장,중앙
SGC에너지#4,집단에너지,유연탄,열병합,에쓰지씨에너지㈜,전북 군산시 소룡동,250,2016.4,운영중,1,250 MW,Foster Wheeler,Siemens,Siemens,17.5kV,집단,정회원,시장,비중앙
당진#3 GT,복합화력,LNG,복합,GS EPS㈜,충남 당진시 송악읍,250,2013.8,운영중,1,250 MW,-,Siemens,Siemens,23kV,사업용,정회원,시장,중앙
동탄열병합 #2 GT,집단에너지,LNG,열병합,지역난방공사,경기 화성시 동탄기흥로,246,2017.12,운영중,1,246 MW,GE PSK,두산중공업,두산중공업,18kV,집단,정회원,시장,중앙
동탄열병합 #1 GT,집단에너지,LNG,열병합,지역난방공사,경기 화성시 동탄기흥로,246,2017.11,운영중,1,246 MW,GE PSK,두산중공업,두산중공업,18kV,집단,정회원,시장,중앙
포천#1 ST,복합화력,LNG,복합,포천파워㈜,경기 포천시 창수면,244,2014.6,운영중,1,244 MW,두산중공업,MHI,두산중공업,18kV,사업용,정회원,시장,중앙
포천#2 ST,복합화력,LNG,복합,포천파워㈜,경기 포천시 창수면,244,2014.8,운영중,1,244 MW,두산중공업,MHI,두산중공업,18kV,사업용,정회원,시장,중앙
포스코#7 GT,복합화력,LNG,복합,포스코에너지㈜,인천 서구 원창동,242,2014.7,운영중,1,242 MW,-,Siemens,Siemens,23kV,사업용,정회원,시장,중앙
포스코#8 GT,복합화력,LNG,복합,포스코에너지㈜,인천 서구 원창동,242,2014.10,운영중,1,242 MW,-,Siemens,Siemens,23kV,사업용,정회원,시장,중앙
포스코#9 GT,복합화력,LNG,복합,포스코에너지㈜,인천 서구 원창동,242,2015.1,운영중,1,242 MW,-,Siemens,Siemens,23kV,사업용,정회원,시장,중앙
서울복합#2 GT,복합화력,LNG,복합,중부발전㈜,서울 마포구 토정로,241,2019..6,운영중,1,241 MW,두산중공업,두산중공업,두산중공업,18kV,사업용,정회원,시장,중앙
서울복합#1 GT,복합화력,LNG,복합,중부발전㈜,서울 마포구 토정로,241,2019.11,운영중,1,241 MW,두산중공업,두산중공업,두산중공업,18kV,사업용,정회원,시장,중앙
팔당,수력,수력,수력,한수원,경기 남양주시 조안면(한강수계 북한강 팔당호),240,1973.12,운영중,8,30 MW,-,CREUSOT LOIRE,JEUMONT SCHNEIDER,6kV,사업용,정회원,시장,중앙
안동 GT,복합화력,LNG,복합,남부발전㈜,경북 안동시 풍산읍,234,2014.3,운영중,1,234 MW,-,Siemens,Siemens,23kV,사업용,정회원,시장,중앙
분당#2 GT,복합화력,LNG,복합,남동발전㈜,경기 성남시 분당동,233,1995.6,운영중,3,77 MW,-,ABB,ABB,13.8kV,사업용,정회원,시장,중앙
김포열병합GT,집단에너지,LNG,열병합,서부발전㈜,경기 김포시 양촌읍,229,2023.07,운영중,1,229 MW,두산에너빌리티,두산에너빌리티,두산에너빌리티,19.5kV,집단,정회원,시장,중앙
포스코#5 ST,복합화력,LNG,복합,포스코에너지㈜,인천 서구 원창동,208,2011.2,운영중,1,208 MW,BHI(범우중공업),Siemens,Siemens,16.5kV,사업용,정회원,시장,중앙
포스코#6 ST,복합화력,LNG,복합,포스코에너지㈜,인천 서구 원창동,208,2011.6,운영중,1,208 MW,BHI(범우중공업),Siemens,Siemens,16.5kV,사업용,정회원,시장,중앙
동해#2,기력,무연탄,기력,동서발전㈜,강원 동해시 구호동,200,1999.9,운영중,1,200 MW,한중/CE,한중/GE,한중/GE,20kV,사업용,정회원,시장,중앙
동해#1,기력,무연탄,기력,동서발전㈜,강원 동해시 구호동,200,1998.9,운영중,1,200 MW,ABB-CE,한중/GE,한중/GE,20kV,사업용,정회원,시장,중앙
일산#1 ST,복합화력,LNG,복합,동서발전㈜,경기 고양시 백석동,200,1993.12,운영중,1,200 MW,MHI,WH,MHI,20kV,사업용,정회원,시장,중앙
영동#2,기력,바이오중유,신재생,남동발전㈜,강원 강릉시 강동면,200,1979.10,운영중,1,200 MW,Hitachi,Hitachi,Hitachi,21kV,사업용,정회원,시장,중앙
일산#2 GT,복합화력,LNG,복합,동서발전㈜,경기 고양시 백석동,200,1995.6,운영중,2,100 MW,-,WH,MHI,13.8kV,사업용,정회원,시장,중앙
울산#1 GT,복합화력,LNG,복합,동서발전㈜,울산 남구 남화동,200,1995.6,운영중,2,100 MW,-,WH,WH,21kV,사업용,정회원,시장,중앙
율촌#1 ST,복합화력,LNG,복합,씨지앤율촌전력㈜,전남 순천시 해룡면,197,2005.7,운영중,1,197 MW,Siemens,Siemens,Siemens,18kV,사업용,준회원,시장,중앙
광양#2 ST,복합화력,LNG,복합,SK E&S㈜,전남 광양시 금호동,188,2006.5,운영중,1,188 MW,GE,Hitachi,GE,20kV,사업용,정회원,시장,중앙
광양#1 ST,복합화력,LNG,복합,SK E&S㈜,전남 광양시 금호동,188,2006.2,운영중,1,188 MW,GE,Hitachi,GE,20kV,사업용,정회원,시장,중앙
송도복합,집단에너지,LNG,열병합,인천종합에너지㈜,인천 연수구 송도동,187,2010.4,운영중,3,59 MW,세대에너텍,GE,GE,13.8kV,집단,정회원,시장,중앙
분당#1 ST,복합화력,LNG,복합,남동발전㈜,경기 성남시 분당동,185,1993.9,운영중,1,185 MW,ABB-CE,ABB,ABB,17kV,사업용,정회원,시장,중앙
당진#2 ST,복합화력,LNG,복합,GS EPS㈜,충남 당진시 송악읍,184,2008.3,운영중,1,184 MW,Siemens,Siemens,Siemens,15kV,사업용,정회원,시장,중앙
인천#1 ST,복합화력,LNG,복합,중부발전㈜,인천 서구 원창동,182,2005.6,운영중,1,182 MW,두산중공업,Siemens,Siemens,16kV,사업용,정회원,시장,중앙
인천#2 ST,복합화력,LNG,복합,중부발전㈜,인천 서구 원창동,180,2009.6,운영중,1,180 MW,세대에너텍,Siemens,Siemens,16kV,사업용,정회원,시장,중앙
당진#1 ST,복합화력,LNG,복합,GS EPS㈜,충남 당진시 송악읍,178,2001.4,운영중,1,178 MW,Siemens,Siemens,Siemens,16kV,사업용,준회원,시장,중앙
포천그린에너지,집단에너지,유연탄,열병합,지에스포천그린에너지,경기 포천시 신북면,169,2018.5,운영중,1,169 MW,신텍,Siemens,Siemens,16.8kV,집단,정회원,시장,비중앙
내포그린열병합 ST,집단에너지,LNG,열병합,내포그린에너지㈜,충남 예산군 삽교읍,166,2023.05,운영중,1,166 MW,GE,GE,GE,26kV,집단,정회원,시장,중앙
안양열병합#2-1 ST,집단에너지,LNG,열병합,GS파워㈜,경기 안양시 평촌동,160,2018.5,운영중,1,160 MW,BHI,GE,GE,-,집단,정회원,시장,중앙
부산#2 ST,복합화력,LNG,복합,남부발전㈜,부산 사하구 감천동,150,2003.6,운영중,1,150 MW,두산중공업,두산중공업,GE,18kV,사업용,정회원,시장,중앙
포스코#4 ST,복합화력,LNG,복합,포스코에너지㈜,인천 서구 원창동,150,2001.09,운영중,1,150 MW,두산중공업,Hitachi,Hitachi,17kV,사업용,정회원,시장,중앙
울산#2 ST,복합화력,LNG,복합,동서발전㈜,울산 남구 남화동,150,1997.6,운영중,1,150 MW,MHI,MHI,WH,21kV,사업용,정회원,시장,중앙
부천 ST,집단에너지,LNG,열병합,GS파워㈜,경기 부천시 삼정동,150,1993.11,운영중,1,150 MW,MHI,MHI,WH,18kV,집단,정회원,시장,중앙
인천#3 ST,복합화력,LNG,복합,중부발전㈜,인천 서구 원창동,150,2012.12,운영중,1,150 MW,두산중공업,두산중공업,두산중공업,18kV,사업용,정회원,시장,중앙
부산#3 ST,복합화력,LNG,복합,남부발전㈜,부산 사하구 감천동,150,2004.2,운영중,1,150 MW,두산중공업,두산중공업,GE,18kV,사업용,정회원,시장,중앙
포스코#3 ST,복합화력,LNG,복합,포스코에너지㈜,인천 서구 원창동,150,1999.11,운영중,1,150 MW,두산중공업,Hitachi,Hitachi,17kV,사업용,정회원,시장,중앙
울산#3 ST,복합화력,LNG,복합,동서발전㈜,울산 남구 남화동,150,1997.8,운영중,1,150 MW,MHI,MHI,WH,21kV,사업용,정회원,시장,중앙
부산#4 ST,복합화력,LNG,복합,남부발전㈜,부산 사하구 감천동,150,2004.3,운영중,1,150 MW,두산중공업,두산중공업,GE,18kV,사업용,정회원,시장,중앙
안양 ST,집단에너지,LNG,열병합,GS파워㈜,경기 안양시 관양동,150,1993.9,운영중,1,150 MW,ABB-CE,ABB,ABB,16kV,집단,정회원,시장,중앙
부산#1 ST,복합화력,LNG,복합,남부발전㈜,부산 사하구 감천동,150,2003.5,운영중,1,150 MW,두산중공업,두산중공업,GE,18kV,사업용,정회원,시장,중앙
영남파워 ST,복합화력,LNG,복합,코스포영남파워㈜,울산 남구 장생포로,150,2017.10,운영중,1,150 MW,S&TC,MHPS,MELCO,-,사업용,정회원,시장,중앙
판교열병합,집단에너지,LNG,열병합,지역난방공사,경기 성남시 판교동,146,2010.10,운영중,2,73 MW,대경기계기술,GE,GE,13.8kV,집단,정회원,시장,중앙
광교열병합,집단에너지,LNG,열병합,지역난방공사,경기 수원시 이의동,144,2012.11,운영중,2,72 MW,-,Siemens,Siemens,13.8kV,집단,정회원,시장,중앙
청평,수력,수력,수력,한수원,경기 가평군 외서면(한강수계 북한강 청평호),140,"1943.10, 1968.4, 2011.12",운영중,4,40 MW,-,Hitachi,Hitachi,11kV,사업용,정회원,시장,중앙
포스코#8 ST,복합화력,LNG,복합,포스코에너지㈜,인천 서구 원창동,132,2014.10,운영중,1,132 MW,BHI(범우중공업),Siemens,Siemens,23kV,사업용,정회원,시장,중앙
포스코#9 ST,복합화력,LNG,복합,포스코에너지㈜,인천 서구 원창동,132,2015.1,운영중,1,132 MW,BHI(범우중공업),Siemens,Siemens,23kV,사업용,정회원,시장,중앙
포스코#7 ST,복합화력,LNG,복합,포스코에너지㈜,인천 서구 원창동,132,2014.7,운영중,1,132 MW,BHI(범우중공업),Siemens,Siemens,23kV,사업용,정회원,시장,중앙
당진#3 ST,복합화력,LNG,복합,GS EPS㈜,충남 당진시 송악읍,132,2013.8,운영중,1,132 MW,Siemens,Siemens,Siemens,23kV,사업용,정회원,시장,중앙
